symbol,name,description,isin,assetclass,domicile,website,etfcompany,expenseratio,totalasset,avgvolume,inceptiondate,nav,navcurrency,holdingscount,returns_12m,volatility_12m,returns_24m,volatility_24m,returns_36m,volatility_36m,returns_5y,ten_year_return,ten_year_volatility,sharpe_12m,sharpe_24m,sharpe_36m,ten_year_sharpe,max_drawdown,dividends_12m,dividends_24m,dividends_36m,dividends_all_time,size_category,liquidity_category,etf_type
AMZA,InfraCap MLP ETF,"Under normal market conditions, the fund will invest not less than 80% of its net assets (plus the amount of any borrowings for investment purposes) in equity securities of MLPs in the energy infrastructure sector. It is non-diversified.",,Energy Limited Partnership,,,Virtus,,396990336,34246,,42.46755,USD,,14.675482659867336,25.776644792651545,55.89331940514113,22.58511686636628,106.28780775172552,24.575370808543965,308.92938813352595,-7.214767706575009,41.55826010856241,0.4917429231705473,2.3862315933108578,4.243590404563435,-0.2217313160489232,-18.563015816694783,0.0,0.0,0.0,0.0,Small,Low,Equity
SPHD,Invesco S&P 500 High Dividend Low Volatility ETF,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, S&P Dow Jones Indices LLC (the “index Provider”) compiles, maintains and calculates the underlying index, which is designed to measure the performance of 50 least volatile high yielding constituents of the S&P 500 ® Index in the past year.",,Large Value,,,Invesco,,3204637696,803753,,47.48,USD,,10.384693603102878,14.616867845905285,24.728305198825296,13.532989192568524,19.57408497564266,14.98063071525185,75.68092950603398,119.55883335687928,17.9136541958948,0.5736313478028562,1.6794741261824304,1.1731204987084023,6.562526666603834,-13.291377621122258,0.0,0.0,0.0,0.0,Medium,Medium,Equity
JUNW,AIM ETF Products Trust - AllianzIM U.S. Large Cap Buffer20 Jun ETF,"Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. large cap equity securities. Specifically, the fund advisor intends to invest substantially all of its assets in FLexible EXchange Options (“FLEX Options”) that reference the underlying ETF. The fund is non-diversified.",,Defined Outcome,,,AllianzIM,,50691360,39291,,31.4042,USD,,11.086908597676825,9.714967456267814,24.08320420856469,7.462004312673194,25.95282163196595,7.371367514450842,25.95282163196595,25.95282163196595,7.371367514450842,0.9353514191974176,2.9594199203368707,3.249440702150421,3.249440702150421,-8.564437300720185,0.0,0.0,0.0,0.0,Micro,Low,Equity
NPFI,Nuveen Preferred and Income ETF,"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to pursue its investment objective by investing, under normal market conditions, at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in preferred securities and other income producing securities.",,Preferred Stock,,,Nuveen,,60466328,6070,,25.7503,USD,,8.023837971158642,3.020266077712284,10.633444829216463,2.936238014282319,10.633444829216463,2.9362339752727693,10.633462821887708,10.633462821887708,2.9362326452957435,1.994472611406949,2.940308240415813,2.940312285029819,2.940319744663192,-2.94041261806981,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
DCOR,Dimensional ETF Trust,"To achieve the fund's investment objective, the advisor implements an integrated investment approach that combines research, portfolio design, portfolio management, and trading functions. The ETF is designed to purchase a broad and diverse group of equity securities of U.S. companies. As a non-fundamental policy, under normal circumstances, the ETF will invest at least 80% of its net assets in equity securities of U.S. companies.",,Large Blend,,,Dimensional Fund Advisors,,1665875456,169633,,65.1653,USD,,12.35354836541276,19.56333047573244,35.76044985941893,16.612738242768252,35.76046046239148,16.612733363487052,35.76046046239148,35.76044985941893,16.612740066600455,0.5292324013161225,2.0322026005625715,2.032203835679036,2.032202377456899,-19.103979198829634,0.0,0.0,0.0,0.0,Medium,Medium,Equity
EVAV,Direxion Daily Electric and Autonomous Vehicles Bull 2X Shares,"The index is designed to track the performance of electric and autonomous vehicles companies. The fund invests at least 80% of its net assets (plus borrowing for investment purposes) in financial instruments, such as swap agreements, securities of the index, and ETFs that track the index, that, in combination, provide 2X daily leveraged exposure to the index, consistent with the fund's investment objective. It is non-diversified.",,Trading--Leveraged Equity,,,Direxion Funds,,3841539,9204,,20.733,USD,,45.30465029105324,101.44932190222112,-54.834151579992565,92.78329937822114,-90.17743148872276,95.88835831363816,-90.17743148872276,-90.17743214318432,95.88835009465998,0.4268599284753339,-0.61254721443257,-0.9612995061112898,-0.9612995953334031,-63.19674214208037,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
NVDU,Direxion Daily NVDA Bull 1.5X Shares,"The fund, under normal circumstances, invests at least 80% of its net assets (plus any borrowings for investment purposes) in the securities of NVDA and financial instruments, such as swap agreements and options, that, in combination, provide 2X daily leveraged exposure to NVDA, consistent with the fund’s investment objective. The fund is non-diversified.",,Trading--Leveraged Equity,,,Direxion Funds,,595765504,1279561,,82.159,USD,,-0.6475365067913241,114.51928920655465,343.5115882404861,100.80002347371246,343.5115882404861,100.80002326277156,343.5115882404861,343.5115490162038,100.80002703468018,-0.0231186948952857,3.3880109991199414,3.3880110062099207,3.3880104903018227,-67.27003816966612,0.0,0.0,0.0,0.0,Small,High,Equity
DUKH,Duke Energy Corporation JR SUB DEB 73,"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by tactically allocating the fund’s assets between unaffiliated higher yielding ETFs (“High Income ETFs”), long-term Treasury ETFs (“Treasury ETFs”) and cash equivalents. Under normal market conditions, the advisor expects to invest substantially all of its assets in high income ETFs.",,High Yield Bond,,,Ocean Park Asset Management ETF,,7696212,4359,,24.03,USD,,1.83096114849608,4.069035114094733,1.83096114849608,4.0690270852292505,1.8309774271663133,4.069020338101955,1.830944869831064,1.8309692878305528,4.0690256151011335,-0.0415427359961545,-0.0415428179668645,-0.0415388862156754,-0.0415408326608054,-5.696265647897358,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
NFLY,YieldMax NFLX Option Income Strategy ETF,"The fund will employ its investment strategy as it relates to NFLX regardless of whether there are periods of adverse market, economic, or other conditions and will not take temporary defensive positions during such periods. The fund is non-diversified.",,Derivative Income,,,YieldMax ETFs,,153385088,216930,,18.4449,USD,,69.38202386216612,26.834536897399943,126.44296249870092,28.12536231388279,126.44301416379405,28.125348099124896,126.44303999634948,126.44303999634948,28.12535656558711,2.5110186965326355,4.424581667958652,4.424585741133139,4.424585327697222,-16.087258832613472,0.0,0.0,0.0,0.0,Small,Medium,Equity
PEJ,Invesco Dynamic Leisure and Entertainment ETF,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index is composed of common stocks of U.S. leisure and entertainment companies. These companies are engaged principally in the design, production or distribution of goods or services in the leisure and entertainment industries. The fund is non-diversified.",,Consumer Cyclical,,,Invesco,,330871840,71385,,54.47,USD,,24.2499942940275,26.219035059227515,36.42884491239533,22.110374979368043,51.02992975836713,22.02906047382973,97.18596005211906,62.92559482572284,24.87207067571736,0.84861987650445,1.557135279004634,2.2256931845374943,2.449558608130065,-25.7451913142975,0.0,0.0,0.0,0.0,Small,Low,Equity
PSMD,Pacer Swan SOS Moderate (January) ETF,"The fund is an actively managed ETF that, under normal market conditions, invests substantially all of its assets in FLexible EXchange® Options that reference the market price of the SPDR® S&P 500® ETF Trust. It is non-diversified.",,Defined Outcome,,,Pacer,,86591456,3216,,29.8691,USD,,8.512927151203552,10.4309345142264,24.4951708301588,8.596113882429355,43.78182640140562,9.040119664105283,46.66472332795397,46.66472332795397,8.961218746672717,0.6243857769714488,2.616900047838992,4.621822271590565,4.984224198805313,-10.698765560897606,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
FTXO,First Trust Nasdaq Bank ETF,The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the underlying index. The index is designed to provide exposure to U.S. companies comprising the banking sector that have been selected based upon their liquidity and ranking. The fund is non-diversified.,,Financial,,,First Trust,,220223968,56933,,31.76,USD,,29.826199591105528,29.84239129196411,65.57699043564975,26.265884882847395,33.81560513194697,27.9323773042171,116.6424405091156,99.34656879485772,30.807120826594748,0.9324386681639184,2.420515840955653,1.1390224607607458,3.159872334152749,-25.83730615830808,0.0,0.0,0.0,0.0,Small,Low,Equity
HFXI,IQ 50 Percent Hedged FTSE International ETF,"The underlying index is an equity benchmark of international stocks from developed markets, with approximately half of the currency exposure of the securities included in the underlying index ""hedged"" against the U.S. dollar on a monthly basis. The fund invests, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the securities and other instruments included in its underlying index.",,Foreign Large Blend,,,New York Life Investment Management LLC,,1018446080,258670,,29.55818,USD,,12.640280414092686,16.317808740106617,30.331546724446355,13.734844699174664,51.920210217875166,14.24483795422248,75.72309226337491,100.35088497361038,16.943827794692123,0.6520655183278711,2.062749695753664,3.504442126916419,5.804525763913872,-13.51637209657992,0.0,0.0,0.0,0.0,Medium,Medium,Equity
ONEY,SPDR Russell 1000 Yield Focus ETF,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to reflect the performance of a segment of large-capitalization U.S. equity securities demonstrating a combination of core factors (high value, high quality, and low size characteristics), with a focus factor comprising high yield characteristics (the ""Factor Characteristics"").",,Mid-Cap Value,,,SPDR State Street Global Advisors,,827405568,32412,,108.20761,USD,,7.760975887921195,16.821855472063906,22.41396459422629,15.296852902591503,29.335348002228944,16.862903996552436,115.21701214726492,155.36150100555756,20.32469190326758,0.3424697054072579,1.334520552967328,1.6210344320182075,7.545575683777119,-17.50266747967615,0.0,0.0,0.0,0.0,Small,Low,Equity
TOTL,SPDR DoubleLine Total Return Tactical ETF,"Under normal circumstances, the Sub-Adviser will invest at least 80% of the fund's net assets in a portfolio of fixed income securities of any credit quality. The fund may invest up to 25% of its net assets in corporate high yield securities (commonly known as ""junk bonds""). It may invest up to 15% of its net assets in securities denominated in foreign currencies, and may invest beyond this limit in U.S. dollar-denominated securities of foreign issuers.",,Intermediate Core-Plus Bond,,,SPDR State Street Global Advisors,,3713069312,521070,,39.4586,USD,,5.827444659712833,4.76892060926456,9.324936521754722,5.978076610688668,11.056790745909485,6.442686291243456,0.2829985557163406,17.838626941026913,4.71462855474505,0.8025809136510416,1.2252998746549848,1.4057475929285856,3.359464432269237,-4.668060899670856,0.0,0.0,0.0,0.0,Medium,Medium,Equity
NUSC,Nuveen ESG Small-Cap ETF,"Under normal market conditions, the fund invests at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in component securities of the index. The index is comprised of equity securities issued by small-capitalization companies listed on U.S. exchanges that meet certain environmental, social, and governance (""ESG"") criteria.",,Small Blend,,,Nuveen,,1237435904,116467,,40.5,USD,,5.065350909527444,23.408970479261505,14.535378521867326,20.66121356210181,23.722738419395583,21.389262698267583,67.29412180122213,92.0513886455487,22.84964887855212,0.1309477028151709,0.6067106602518527,1.015590800198784,3.941040368899308,-26.954582097143664,0.0,0.0,0.0,0.0,Medium,Medium,Equity
DVP,Roundhill Acquirers Deep Value ETF,"The investment seeks to track the performance, before fees and expenses, of the Acquirers Deep Value Index (the “index”).
 The index was established in 2020 by Acquirers Funds LLC and tracks the performance of a portfolio of 20 of the most undervalued, fundamentally strong stocks drawn from the largest 500 stocks listed in the United States meeting certain liquidity thresholds. Under normal circumstances, at least 80% of the fund’s total assets (exclusive of any collateral held from securities lending) will be invested in the component securities of the index. It is non-diversified.",,,,,TWM FUNDS,,19708384,11081,,21.31,USD,,,23.14864538466476,,20.66292407658432,,22.013601914224832,,,24.328043901233563,,,,,-28.395470522256407,0.0,0.0,0.0,0.0,Micro,Low,Equity
XCCC,BondBloxx CCC Rated USD High Yield Corporate Bond ETF,"Under normal circumstances, the fund will invest at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in high-yield, below-investment grade bonds denominated in U.S. dollars of corporate issuers, either directly or indirectly (e.g., through derivatives). It is non-diversified.",,High Yield Bond,,,BondBloxx Investment Management,,141335952,62477,,37.9374,USD,,14.762961692453905,9.89238693425071,28.32841940395184,8.358273963299807,35.1913299123997,9.283077843142234,28.81046739137687,28.81048375952393,9.6684432769741,1.290180193848293,3.149982821759231,3.575466076363823,2.772988679922702,-10.995632432104074,0.0,0.0,0.0,0.0,Small,Low,Bond
BILS,SPDR Bloomberg 3-12 Month T-Bill ETF,"In seeking to track the performance of the index, the fund employs a sampling strategy, which means that the fund is not required to purchase all of the securities represented in the index. The index is designed to measure the performance of public obligations of the U.S. Treasury that have a remaining maturity of greater than or equal to 3 months and less than 12 months.",,Ultrashort Bond,,,SPDR State Street Global Advisors,,3922923520,511485,,99.18471,USD,,4.732977755495771,0.2679839250558404,10.262449637157324,0.2701491584573475,13.797267187565932,0.3222065164551588,13.467463446912165,13.467463446912165,0.3063089893722667,10.19828989715071,30.584769111771408,36.61399315369759,37.43756743937868,-0.0302223716443061,0.0,0.0,0.0,0.0,Medium,Medium,Equity
MAGG,Madison Aggregate Bond ETF,"Under normal market conditions, the fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in bonds. The fund may invest up to 10% of its net assets in shares of other registered investment companies that principally invest in fixed income securities.",,Intermediate Core Bond,,,"Madison Asset Management, LLC",,65307744,3906,,20.0439,USD,,,4.718133928924006,9.298729506907154,5.132197159202449,9.298740709263996,5.132205527607466,9.29869589985042,9.298740709263996,5.132195751871712,,1.4221451905486395,1.422145054402474,1.4221477632847783,-4.554672913616398,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
AOM,iShares Core Moderate Allocation ETF,The fund is a fund of funds and seeks its investment objective by investing primarily in underlying funds that themselves seek investment results corresponding to their own respective underlying indexes. It generally will invest at least 80% of its assets in the component securities of the underlying index. The index measures the performance of the S&P Dow Jones Indices LLC proprietary allocation model.,,Global Moderately Conservative Allocation,,,iShares,,1492799232,134945,,45.04522,USD,,9.53404673043774,8.435767287958724,20.79932149664197,7.657559090803101,27.22332209123584,8.539643742225737,30.028266658748294,65.75534823584492,7.965437750881541,0.8931074641179225,2.455001818950424,2.953673812704245,8.003998051304722,-6.542538737316262,0.0,0.0,0.0,0.0,Medium,Medium,Equity
FCEF,First Trust Income Opportunity ETF,"The fund seeks to achieve its investment objectives by investing in a portfolio of closed-end investment companies (""closed-end funds"") and exchange-traded funds (""ETFs"") that are listed and traded in the United States on registered exchanges. In selecting the closed-end funds and ETFs for the fund’s portfolio, the fund's investment advisor utilizes a range of investment approaches.",,Global Moderately Conservative Allocation,,,First Trust,,44757784,9172,,22.0,USD,,13.88085498945053,12.98839770699306,34.31863952519792,10.936367220017976,37.78697883336007,12.064533844062208,65.55440798896134,87.26225464526438,16.021806747775116,0.914728302710794,2.9551531029464457,2.9662960289985274,5.321637939310708,-12.393543629895431,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
VIGI,Vanguard International Dividend Appreciation Index Fund,"The index focuses on common stocks of high-quality companies located in developed and emerging markets, excluding the U.S., that have both the ability and the commitment to grow their dividends over time. The manager attempts to replicate the target index by investing all, or substantially all, of its assets in the collection of securities that make up the index. The fund is non-diversified.",,Foreign Large Growth,,,Vanguard,,8622166016,327996,,90.23,USD,,12.104640051520477,15.465972076229605,25.083609180846423,13.378605689627312,36.23408640338488,14.36294678813555,54.32799813773692,115.07399368360608,16.052617618337727,0.6533465857636446,1.7254121779479297,2.3835001903414272,7.043959830852501,-14.500455119911592,0.0,0.0,0.0,0.0,Medium,Medium,Equity
CHAU,Direxion Daily CSI 300 China A Share Bull 2X Shares,"The index is a modified free-float market capitalization weighted index comprised of the largest and most liquid stocks in the Chinese A-share market. The fund, under normal circumstances, invests at least 80% of its net assets in financial instruments, such as swap agreements, securities of the index, and ETFs that track the index, that, in combination, provide 2X daily leveraged exposure to the index, consistent with the fund's investment objective. It is non-diversified.",,Trading--Leveraged Equity,,,Direxion Funds,,135105312,443733,,14.341,USD,,18.92560962019365,65.63526546600417,-10.767595528222662,52.41897659803983,-44.18301444038688,49.77565463435505,-26.48767782383948,-52.94720315309919,55.57188766023794,0.2578737131635474,-0.243568195276443,-0.9278233461647226,-0.9887589834817556,-59.87772782620439,0.0,0.0,0.0,0.0,Small,Medium,Equity
DRW,WisdomTree New Economy Real Estate ETF,"Under normal circumstances, at least 80% of the fund's total assets will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index selects constituents from a parent universe of global equity securities, including ADRs, of listed real estate investment trusts (“REITs”) and companies identified as being significantly real estate related. The fund is non-diversified.",,Global Real Estate,,,WisdomTree,,50425400,9237,,20.22,USD,,10.99048584807183,17.53909386853377,,17.829415765828717,4.726392660653733,19.37869825168433,-11.046878178847198,-5.895418291375076,18.239110290363776,0.5125969400392641,,0.1406901859580152,-0.4328839601099645,-22.78092476974346,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
PSCJ,Pacer Swan SOS Conservative (July) ETF,"The fund is an actively managed ETF that, under normal market conditions, invests substantially all of its assets in FLexible EXchange® Options that reference the market price of the SPDR® S&P 500® ETF Trust. It is non-diversified.",,Defined Outcome,,,Pacer,,35793120,14014,,27.4346,USD,,11.668658836941216,12.283418791906154,27.657640431310003,9.697699498927332,45.511158533628034,9.749339974243156,36.593925770985855,36.593925770985855,9.356504156447627,0.7871309283464415,2.6457450485187755,4.462985048073043,3.6973131409498654,-11.866573211452158,0.0,0.0,0.0,0.0,Micro,Low,Equity
BDVG,Litman Gregory Funds Trust IMGP,"The fund is an actively-managed exchange-traded fund (“ETF”) that seeks to achieve its objective by investing at least 80% of its net assets, plus borrowings for investment purposes, in common stocks of U.S. companies that pay dividends annually, with an emphasis on stocks that have a strong track record of paying quarterly dividends or that are expected to increase their dividends over the next one to five years.",,Large Value,,,iM Global Partner Fund Management,,9090755,4850,,11.8844,USD,,10.485509835349593,15.459218444436148,21.10701358767637,12.7805004685514,21.10701358767637,12.78049443968277,21.10701358767637,21.10702525808812,12.780491027872744,0.5488964313330841,1.4950129405880808,1.4950136458218777,1.495014958065222,-14.458370699046974,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
AAXJ,iShares MSCI All Country Asia ex Japan ETF,"The fund will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. The index is a free float-adjusted market capitalization weighted index designed to measure equity market performance of securities from the following 10 developed and emerging market countries or regions: China, Hong Kong, India, Indonesia, Malaysia, the Philippines, Singapore, South Korea, Taiwan and Thailand.",,Pacific/Asia ex-Japan Stk,,,iShares,,2516030208,512772,,80.96099,USD,,17.842644546418597,21.007011893269777,29.36258384203334,18.29607634159658,25.66901956248282,18.916777390461583,31.179162709649955,61.15529238304456,20.458213752109817,0.7541598313415656,1.495543816671984,1.2512183800617889,2.891517954588972,-19.73655500642063,0.0,0.0,0.0,0.0,Medium,Medium,Equity
VSLU,Applied Finance Valuation Large Cap US ETF,"Under normal circumstances, the fund will invest at least 80% of its net assets in equity securities of large cap companies. The Adviser defines large cap companies as companies with market capitalizations of $5 billion or more, measured at the time of purchase. It may also invest in small and mid-cap companies, convertible securities, preferred stocks, rights and warrants. The fund is non-diversified.",,Large Blend,,,Applied Finance,,238955088,23817,,37.97,USD,,13.258960255103355,18.76137665716464,44.57395741180654,15.244152095071476,66.08095412219154,16.596259500787617,58.62025149861967,58.62025149861967,16.848790721291017,0.6001137582195365,2.7928058672132345,3.861168483124189,3.360493487943401,-17.893629405290966,0.0,0.0,0.0,0.0,Small,Low,Equity
IYE,iShares U.S. Energy ETF,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the energy sector of the U.S. equity market. The fund is non-diversified.,,Equity Energy,,,iShares,,1098502016,756766,,44.44237,USD,,-1.9872337636289703,25.24499402865212,15.844985349825505,21.85169484860634,27.31917355250666,24.93982830719729,174.70386276823794,53.93601777003558,30.27092254392287,-0.1579415609725876,0.6335886275983078,1.015210419279426,1.7157064735862222,-20.37328908600824,0.0,0.0,0.0,0.0,Medium,Medium,Equity
ADPV,Adaptiv Select ETF,"To achieve its investment objective of long-term capital appreciation, the fund will invest substantially all of its net assets in a portfolio of publicly-listed equity securities of U.S. large capitalization companies during broad U.S. equity market uptrends. The fund will primarily own common stocks, but may also invest in equity securities of REITS to the extent such REITS are among the 1,000 largest capitalized U.S.-listed stocks. It is non-diversified.",,Mid-Cap Blend,,,Adaptive ETF,,119961416,23085,,34.6419,USD,,21.40287073001361,22.39647150910416,51.11162125817603,20.79502971121653,47.3445697448132,19.38013733753701,47.3445697448132,47.3445697448132,19.38013733753701,0.8663360530754297,2.361699980245085,2.3397445000034227,2.3397445000034227,-22.30114017359221,0.0,0.0,0.0,0.0,Small,Low,Equity
QQQY,Defiance Nasdaq 100 Enhanced Options Income ETF,"The fund is an actively managed exchange-traded fund (“ETF”) that seeks current income while maintaining the opportunity for indirect exposure to the value of the index, subject to a limit on potential gains from increases in the value of the index. The fund is non-diversified.",,Trading--Miscellaneous,,,Defiance ETFs,,153207728,115856,,25.9039,USD,,0.8662320798684231,18.1356977900836,18.71554344188429,15.136822592342469,18.71556419940912,15.136833322748016,18.71551230561064,18.71556419940912,15.136805442248424,-0.0625158145694018,1.1042967135216657,1.1042973020181537,1.1042993360246418,-19.04519394488992,0.0,0.0,0.0,0.0,Small,Medium,Equity
FEMB,First Trust Emerging Markets Local Currency Bond ETF,"Under normal market conditions, the fund seeks to achieve its investment objective by investing at least 80% of its net assets (including investment borrowings) in bonds, notes and bills issued or guaranteed by entities incorporated or domiciled in emerging market countries (collectively, ""Bonds"") that are denominated in the local currency of the issuer. It is non-diversified.",,Emerging-Markets Local-Currency Bond,,,First Trust,,159473360,45390,,28.26,USD,,11.58076915972728,9.708521898066667,11.74495492558718,10.42978089137416,26.63340024278,10.829697541040916,10.049877134399754,13.989940394427114,11.39692309888295,0.9868411752395768,0.934339371754841,2.274615717514519,1.0520331049353389,-10.123763338464876,0.0,0.0,0.0,0.0,Small,Low,Equity
RNMC,First Trust Mid Cap US Equity Select ETF,The fund will normally invest at least 90% of its net assets in the securities that comprise the index. The index is designed to select dividend-paying securities issued by mid capitalization U.S. companies.,,Mid-Cap Blend,,,First Trust Advisors L.P.,,16266153,1426,,31.45,USD,,,18.95295391370938,,17.28725391719725,,18.603741793038616,,,21.98535266661076,,,,,-19.780687587571432,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
OBIL,"The RBB Fund, Inc. - US Treasury 12 Month Bill ETF","Under normal market conditions, F/m Investments LLC (the “Adviser”) seeks to achieve the fund’s investment objective by investing at least 80% of the fund’s net assets (plus any borrowings for investment purposes) in the component securities of the underlying index. The underlying index is comprised of a single issue purchased at the beginning of the month and held for a full month.",,Short Government,,,F/m Investments LLC,,272781824,52853,,50.0079,USD,,4.996958194876844,0.6965543801918579,10.219953460344634,0.6759008786056582,12.54675695113232,0.8969977589372372,12.546728060315736,12.546728060315736,0.8969998148776687,4.30254733887592,12.16147769670294,11.757840915486918,11.75778175801974,-0.2152738088509576,0.0,0.0,0.0,0.0,Small,Low,Equity
SQEW,LeaderShares Equity Skew ETF,"The fund is an actively managed exchange traded fund (""ETF"") that normally invests at least 80% of its net assets, including any borrowings for investment purposes, in equity securities. The adviser employs a contrarian strategy seeking to buy underperforming asset classes and/or factors and sell outperforming asset classes and/or factors based on quantitative research. It may have a higher degree of portfolio turnover than funds that seek to replicate the performance of an index.",,Mid-Cap Blend,,,"Redwood Investment Management, LLC",,61638448,11472,,32.4,USD,,1.3570319623856353,20.0844259330935,13.491534538434014,16.773932529044444,18.064450465883787,17.913061305622023,48.06837087931935,56.63510595097545,18.807393624551008,-0.0320132643948231,0.685082911746316,0.8968009538850823,2.9049801924523586,-23.97539514637167,0.0,0.0,0.0,0.0,Micro,Low,Equity
ISVL,iShares International Developed Small Cap Value Factor ETF,"The fund will invest at least 80% of its assets in the component securities of the index and in investments that are substantially identical to the component securities of the index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the index but which BFA believes will help the fund track the index. It is non-diversified.",,Foreign Small/Mid Value,,,iShares,,32803654,7732,,41.58774,USD,,23.5098242449106,17.679054482695665,43.44496967265079,15.8714310653495,58.56130581897625,17.327271596515594,40.44168766879525,40.44166959080964,17.21386658426944,1.21668408601628,2.61129380847915,3.264293833216672,2.2331804073547787,-12.494746823903755,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
CMDY,iShares Bloomberg Roll Select Broad Commodity ETF,"The index measures the performance of 24 futures contracts across 22 physical agricultural, energy, precious metals and industrial metals commodities. In seeking to achieve its investment objective, the fund will primarily invest in exchange-traded futures contracts on the underlying index, and the adviser is expected to roll out of existing positions in index futures and establish new positions in index futures on an ongoing basis. It is non-diversified.",,Commodities Broad Basket,,,iShares,,250864144,52927,,50.93082,USD,,6.784801600061385,13.204861361720427,12.60721285677382,11.862499483137343,-3.836768799409596,13.873018367654694,76.94816536991698,39.298590481886464,14.3999038866073,0.3623515210793538,0.894180258709564,-0.4207281101146795,2.5901971829531583,-9.574055959385042,0.0,0.0,0.0,0.0,Small,Low,Equity
USPX,Franklin U.S. Equity Index ETF,"The fund invests at least 80% of its assets in the component securities of the underlying index. The index is a free float-adjusted market capitalization weighted index that is maintained and calculated by Morningstar, Inc. (Morningstar or index provider). The underlying index includes large- and mid-capitalization stocks representing the top 85% of the investable universe (i.e., U.S. equity market) by float-adjusted market capitalization. The fund is non-diversified.",,Large Blend,,,Franklin Templeton Investments,,1254529792,170103,,52.71,USD,,13.95624877014039,20.42443127845557,44.41830895725008,16.551663629541213,59.75621504522288,17.83386688954871,93.03585277408816,160.9702541498001,16.227750234901105,0.5853895566116581,2.5627822016357547,3.238569369331231,9.796197984850789,-19.20863713467209,0.0,0.0,0.0,0.0,Medium,Medium,Equity
TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,"The underlying index reflects the performance of a selection of inflation protected public obligations of the U.S. treasury, commonly known as ""TIPS,"" with a targeted average modified adjusted duration, as defined by the S&P Dow Jones Indices LLC as the index provider, of approximately three years. Under normal circumstances, the fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the securities of the underlying index.",,Short-Term Inflation-Protected Bond,,,Flexshares Trust,,2578102016,486453,,23.962,USD,,6.657506015145165,2.717798755257398,11.828522025497335,3.084626234018997,10.911385022285836,3.937433044086888,18.03662681152713,31.421724400706385,3.395021544168682,1.7137052572915985,3.18629269151084,2.2632473803379765,8.666137760227587,-1.5234669779840226,0.0,0.0,0.0,0.0,Medium,Medium,Equity
PSWD,Xtrackers Cybersecurity Select Equity ETF,"The fund, using a “passive” or indexing investment approach, seeks investment results that correspond generally to the performance, before fees and expenses, of the underlying index, which is comprised of companies that have business operations in the field of cybersecurity and that fulfill certain sustainability criteria. The fund is non-diversified.",,Technology,,,Xtrackers,,7815333,603,,35.816,USD,,23.04899281796453,24.24985380694765,16.515846882871198,22.810247495336444,16.515853985948926,22.810243054326847,16.515853985948926,16.515853985948926,22.81024563331016,0.8680049366703372,0.6363739317532159,0.6363743670497817,0.6363742950997071,-21.50740174339684,0.0,0.0,0.0,0.0,Micro,Very Low,Equity
IBDY,iShares Trust iShares iBonds De,"The fund will invest at least 80% of its assets in the component instruments of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the underlying index.",,Target Maturity,,,iShares,,732123392,106930,,25.32933,USD,,7.498182107522822,6.474637212260391,13.27764642916136,7.17959158086714,13.345575700497614,7.165315189149764,13.345575700497614,13.345575700497614,7.16531367048384,0.849187672957405,1.5707921964830296,1.58340218134129,1.5834025169384525,-5.0919509461434975,0.0,0.0,0.0,0.0,Small,Medium,Equity
